login,full_name,created_at,stargazers_count,watchers_count,language,has_projects,has_wiki,license_name
nicknochnack,nicknochnack/ActionDetectionforSignLanguage,2021-06-16T09:12:01Z,407,407,Jupyter Notebook,True,True,
nicknochnack,nicknochnack/AdvancedHandPoseWithMediaPipe,2021-04-25T00:13:57Z,37,37,Jupyter Notebook,True,True,
nicknochnack,nicknochnack/ANPRwithPython,2020-12-13T04:39:49Z,106,106,Jupyter Notebook,True,True,
nicknochnack,nicknochnack/AutoStreamlit,2022-10-25T21:25:41Z,72,72,Jupyter Notebook,True,True,
nicknochnack,nicknochnack/beeagent,2024-09-19T08:05:08Z,8,8,TypeScript,True,True,
nicknochnack,nicknochnack/BERTSentiment,2021-05-27T00:46:57Z,62,62,Jupyter Notebook,True,True,
nicknochnack,nicknochnack/BinanceEDA,2021-06-10T01:10:15Z,39,39,Jupyter Notebook,True,True,
nicknochnack,nicknochnack/Blenderbot,2021-10-16T23:24:49Z,5,5,Jupyter Notebook,True,True,
nicknochnack,nicknochnack/Body-Language-Decoder,2021-04-19T00:54:25Z,100,100,Jupyter Notebook,True,True,
nicknochnack,nicknochnack/BodyPixBackgroundRemoval,2021-05-13T00:06:34Z,25,25,Jupyter Notebook,True,True,
nicknochnack,nicknochnack/BudgetBot,2020-09-17T13:05:01Z,1,1,,True,True,
nicknochnack,nicknochnack/CFN2.0,2024-07-26T00:55:29Z,4,4,JavaScript,True,True,
nicknochnack,nicknochnack/ChatGPTAPI,2023-03-07T03:36:29Z,59,59,Python,True,True,
nicknochnack,nicknochnack/ChatGPTWatson,2023-03-09T04:31:09Z,8,8,,True,True,
nicknochnack,nicknochnack/Cloud-Pak-For-Data-Data-to-Deployment,2021-01-15T00:35:19Z,5,5,Jupyter Notebook,True,True,
nicknochnack,nicknochnack/CNNLayers,2022-05-29T02:30:51Z,17,17,Jupyter Notebook,True,True,
nicknochnack,nicknochnack/Code-That-ReactStableDiffusion,2022-11-04T10:42:52Z,96,96,JavaScript,True,True,
nicknochnack,nicknochnack/CodeThat-FastML,2022-08-11T23:39:21Z,16,16,Python,True,True,
nicknochnack,nicknochnack/CodeTHat-MiDaS,2023-01-06T00:56:24Z,17,17,Python,True,True,
nicknochnack,nicknochnack/CodeThatObjectDetection,2022-10-07T04:05:14Z,10,10,Python,True,True,
nicknochnack,nicknochnack/CognosAnalyticsPython,2019-10-31T06:49:05Z,2,2,Jupyter Notebook,True,True,
nicknochnack,nicknochnack/ColumnTransformerPractice,2022-07-25T08:30:28Z,5,5,Jupyter Notebook,True,True,
nicknochnack,nicknochnack/CommentToxicity,2022-04-28T07:14:55Z,44,44,Jupyter Notebook,True,True,
nicknochnack,nicknochnack/CrewAIPropertyBot,2024-04-11T04:23:33Z,40,40,Python,True,True,
nicknochnack,nicknochnack/CubewiseConferenceMerchDecisionOptimization,2019-08-21T05:34:29Z,0,0,Jupyter Notebook,True,True,
nicknochnack,nicknochnack/CubewiseConferenceMerchOptimization,2019-08-21T05:14:42Z,0,0,Jupyter Notebook,True,True,
nicknochnack,nicknochnack/CustomGestureRecognition,2020-12-10T05:56:07Z,10,10,JavaScript,True,True,
nicknochnack,nicknochnack/CustomObjectDetectionReactJSTensorflow,2020-11-17T22:21:02Z,13,13,JavaScript,True,True,
nicknochnack,nicknochnack/DataFrameAgentWatsonx,2024-10-04T03:37:19Z,6,6,Python,True,True,
nicknochnack,nicknochnack/DataScienceCheatsheet,2021-03-07T01:29:02Z,137,137,,True,True,
nicknochnack,nicknochnack/dataset,2024-07-30T22:25:30Z,3,3,,True,True,
nicknochnack,nicknochnack/deep-learning-coursera,2020-07-11T05:03:38Z,16,16,,True,True,mit
nicknochnack,nicknochnack/DeepAudioClassification,2022-02-28T21:31:16Z,101,101,Jupyter Notebook,True,True,
nicknochnack,nicknochnack/DeployableComputerVisionApp,2020-11-29T02:13:48Z,4,4,JavaScript,True,True,
nicknochnack,nicknochnack/DeployingMachineLearningModels,2020-12-19T12:24:36Z,19,19,Jupyter Notebook,True,True,
nicknochnack,nicknochnack/devconnector_2.0,2024-06-11T22:52:54Z,2,2,,True,True,
nicknochnack,nicknochnack/DinoAI,2022-06-13T01:20:33Z,43,43,Jupyter Notebook,True,True,
nicknochnack,nicknochnack/DiscoveryLegalStreamlit,2022-11-04T02:31:52Z,5,5,Python,True,True,
nicknochnack,nicknochnack/DoomReinforcementLearning,2022-01-18T07:33:51Z,34,34,Jupyter Notebook,True,True,
nicknochnack,nicknochnack/DreamBoothPhotos,2022-11-04T22:05:35Z,5,5,,True,True,
nicknochnack,nicknochnack/DrugLabelExtraction-,2021-08-22T02:18:52Z,20,20,Jupyter Notebook,True,True,
nicknochnack,nicknochnack/EasyOCR,2020-11-07T00:37:30Z,40,40,Jupyter Notebook,True,True,
nicknochnack,nicknochnack/ExcelSalesForecast,2020-05-27T23:13:41Z,5,5,,True,True,
nicknochnack,nicknochnack/FaceDetection,2022-05-04T23:20:55Z,158,158,Jupyter Notebook,True,True,
nicknochnack,nicknochnack/FaceIDApp,2021-10-22T06:01:20Z,50,50,Python,True,True,
nicknochnack,nicknochnack/FaceMaskObjectDetection,2020-08-13T12:05:20Z,18,18,Jupyter Notebook,True,True,
nicknochnack,nicknochnack/FaceRecognition,2021-09-09T00:24:53Z,138,138,Jupyter Notebook,True,True,
nicknochnack,nicknochnack/FacialLandmarkDetection,2020-09-20T08:59:22Z,115,115,JavaScript,True,True,
nicknochnack,nicknochnack/FakeServer,2024-03-21T18:11:15Z,48,48,Python,True,True,
nicknochnack,nicknochnack/Falcon180b,2023-10-07T03:24:25Z,12,12,Jupyter Notebook,True,True,
nicknochnack,nicknochnack/Falcon40B,2023-07-05T13:23:13Z,46,46,Jupyter Notebook,True,True,
nicknochnack,nicknochnack/Forecasting-Weather-with-Neural-Prophet,2021-01-13T22:04:36Z,32,32,Jupyter Notebook,True,True,
nicknochnack,nicknochnack/ForzaML,2022-08-30T07:15:20Z,15,15,Jupyter Notebook,True,True,
nicknochnack,nicknochnack/Full-Body-Estimation-using-Media-Pipe-Holistic,2021-03-28T02:27:00Z,85,85,Jupyter Notebook,True,True,
nicknochnack,nicknochnack/FullStackWatsonx,2023-10-12T21:34:53Z,22,22,Python,True,True,
nicknochnack,nicknochnack/GameCapture,2022-01-31T21:16:12Z,1,1,Python,True,True,
nicknochnack,nicknochnack/GameObjectDetection,2022-03-05T21:05:57Z,18,18,Jupyter Notebook,True,True,
nicknochnack,nicknochnack/GANBasics,2022-06-09T02:39:15Z,58,58,Jupyter Notebook,True,True,
nicknochnack,nicknochnack/GenerateTFRecord,2021-03-23T06:52:09Z,16,16,Python,True,True,
nicknochnack,nicknochnack/Generating-Blog-Posts-with-GPT-2-Large,2021-02-03T09:19:18Z,31,31,Jupyter Notebook,True,True,
nicknochnack,nicknochnack/GestureRecognition,2020-10-09T08:21:25Z,96,96,JavaScript,True,True,
nicknochnack,nicknochnack/GPTNeo,2021-04-28T22:50:47Z,59,59,Jupyter Notebook,True,True,
nicknochnack,nicknochnack/GradientDescent,2022-08-18T01:00:04Z,7,7,Python,True,True,
nicknochnack,nicknochnack/GradioxTransformersTranslation,2021-07-14T23:24:14Z,13,13,Jupyter Notebook,True,True,
nicknochnack,nicknochnack/GramformerApp,2021-06-24T01:52:48Z,18,18,Jupyter Notebook,True,True,
nicknochnack,nicknochnack/HandPoseDetection,2020-09-27T08:59:30Z,35,35,JavaScript,True,True,
nicknochnack,nicknochnack/Hugging-Face-Transformers-Summarization,2021-01-23T21:28:19Z,25,25,Jupyter Notebook,True,True,
nicknochnack,nicknochnack/IBM-Generative-AI-Reflex-App,2023-08-25T03:27:11Z,28,28,Python,True,True,
nicknochnack,nicknochnack/IBMGenStarterKit,2023-06-23T22:35:07Z,14,14,Python,True,True,
nicknochnack,nicknochnack/Image-Augmentation,2021-10-26T01:22:55Z,18,18,Jupyter Notebook,True,True,
nicknochnack,nicknochnack/ImageClassification,2022-04-20T21:08:06Z,398,398,Jupyter Notebook,True,True,
